weather_daytime,score mean,score std,completion mean,completion std,penalty mean,penalty std,duration mean,duration std,length mean,length std,collisions_layout mean,collisions_layout std,collisions_pedestrian mean,collisions_pedestrian std,collisions_vehicle mean,collisions_vehicle std,outside_route_lanes mean,outside_route_lanes std,red_light mean,red_light std,route_dev mean,route_dev std,route_timeout mean,route_timeout std,stop_infraction mean,stop_infraction std,vehicle_blocked mean,vehicle_blocked std
Clear-Morning,1.821894478742397,2.297354857968067,4.045965689335826,2.9766118874870453,0.6856615089798094,0.4445417571766468,122.25000182166696,23.76766045495535,141.42135365230294,5.671044080422255e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Clear-Night,1.0215559054193974,0.6017168627746791,3.7050967943397786,0.5443030524236567,0.2930917359257467,0.17277136778150076,217.016669900467,117.29277172484731,141.42135376469443,2.225240031617204e-06,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Clear-Twilight,1.2532612503063274,0.6017996903572929,9.487307010152497,5.979985715460518,0.19198453395104184,0.16193092054585645,139.28333540881673,20.349461120548472,141.4213502805551,3.464141461188573e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.6666666666666666,0.4714045207910317
Cloudy-Morning,1.2041344649936847,0.47237936479603926,4.653559360231937,1.5836027198060851,0.307363042233394,0.1525945034924026,111.76666833211978,8.073138020493548,141.4213502805551,3.464141461188573e-06,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cloudy-Night,2.0310393508617777,2.4468513740042246,4.146860884199654,2.9663448671130705,0.6855490595033178,0.42020545727849745,157.10000234097242,70.99813483624489,141.42135365230294,5.671044080422255e-06,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cloudy-Twilight,1.746988193301413,2.1917067668589887,4.1166086633055485,3.0023025322257477,0.6580662186374361,0.4263705549412263,140.88333543265858,43.04277652254486,141.42135365230294,5.671044080422255e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rain-Morning,0.9755986643772278,0.4065640333261278,5.076193622161746,1.6822139009629475,0.2398138272518847,0.14456155879524038,163.0333357627193,59.99792215432533,141.4213502805551,3.464141461188573e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rain-Night,2.0322804638214262,1.8653022401392607,3.8627002376946904,0.6834859725072705,0.4924757100900646,0.3852976948937035,161.58333574111262,45.92614308228952,141.42135533817677,3.36424672662671e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rain-Twilight,0.5244272917205482,0.5170439859922997,2.962645308354144,2.123956273461506,0.4460038668149012,0.3975523645884179,170.6666692097982,66.98129606537057,141.42135556295992,9.536743134829318e-07,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.6666666666666666,0.4714045207910317
