weather_daytime,score mean,score std,completion mean,completion std,penalty mean,penalty std,duration mean,duration std,length mean,length std,collisions_layout mean,collisions_layout std,collisions_pedestrian mean,collisions_pedestrian std,collisions_vehicle mean,collisions_vehicle std,outside_route_lanes mean,outside_route_lanes std,red_light mean,red_light std,route_dev mean,route_dev std,route_timeout mean,route_timeout std,stop_infraction mean,stop_infraction std,vehicle_blocked mean,vehicle_blocked std
Clear-Morning,34.37861781508561,23.235590402437296,55.27208939313715,37.5826929593897,0.5710555102011556,0.11537380672528048,204.0166697067519,145.62556273161968,141.42135365230294,5.671044080422255e-06,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317
Clear-Night,25.924654342121357,12.839854435928512,100.0,0.0,0.25924654342121356,0.1283985443592851,180.58333602423468,155.19403319721005,141.42135376469443,2.225240031617204e-06,0.0,0.0,0.0,0.0,2.0,0.816496580927726,0.3333333333333333,0.4714045207910317,1.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clear-Twilight,15.525249918039501,18.72968791045373,54.960631789684136,36.44179516221414,0.24292667047027572,0.16175164325810729,141.98333544904986,80.0459289814884,141.4213502805551,3.464141461188573e-06,0.3333333333333333,0.4714045207910317,0.0,0.0,2.3333333333333335,2.6246692913372702,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317
Cloudy-Morning,15.33292526018252,7.060752157860787,100.0,0.0,0.1533292526018252,0.07060752157860786,88.93333465854327,21.57438070398536,141.4213502805551,3.464141461188573e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,2.6666666666666665,0.9428090415820634,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloudy-Night,45.54145009946192,40.72397983407613,55.27879684526181,37.48413411624066,0.6173333333333333,0.30561559006190914,192.88333620751897,128.68605615638788,141.42135365230294,5.671044080422255e-06,0.0,0.0,0.0,0.0,1.0,0.816496580927726,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317
Cloudy-Twilight,14.37313656838351,13.989227541319547,43.684481432871145,25.486087811615732,0.3683529210071453,0.2133724208383456,266.116670632114,132.35410613560245,141.42135365230294,5.671044080422255e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,1.6666666666666667,0.9428090415820634,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.6666666666666666,0.4714045207910317
Rain-Morning,25.64847089735697,24.88918341621966,70.24922457272744,42.07395010036506,0.30701419515625866,0.2073119997784198,82.01666788881023,14.18968738989119,141.4213502805551,3.464141461188573e-06,0.6666666666666666,0.9428090415820634,0.0,0.0,1.3333333333333333,1.247219128924647,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317
Rain-Night,24.48749367033894,25.259927642181456,69.34784207223557,43.34869745744645,0.37361399999999995,0.20640320247515542,181.05000269785523,128.863437385827,141.42135533817677,3.36424672662671e-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.160246899469287,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317
Rain-Twilight,8.068140753612887,6.1739383560701535,100.0,0.0,0.08068140753612889,0.06173938356070153,493.23334068308276,442.02290443496975,141.42135556295992,9.536743134829318e-07,0.0,0.0,0.0,0.0,7.0,4.96655480858378,0.3333333333333333,0.4714045207910317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
